index,episode,episode_name,segment,type,actor,character,detail,record_date,series,transmission_date
8468,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Ring the police. Yes, that's a good idea. Get them over here fast ... no, on second thoughts, get them over here slowly, so they don't drop anything.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8469,22,"Episode Twenty-two","There's been a murder",Dialogue,"Carol Cleveland",Mother,"Shall I make us all a cup of tea?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8470,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Make what you like, Boskovitch - it won't help you in court.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8471,22,"Episode Twenty-two","There's been a murder",Dialogue,"Carol Cleveland",Mother,I,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8472,22,"Episode Twenty-two","There's been a murder",Dialogue,,Mother,beg,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8473,22,"Episode Twenty-two","There's been a murder",Dialogue,"Carol Cleveland",Mother,"your pardon?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8474,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"I'm sorry, sorry. That's the trouble with being on two cases at once. I keep thinking I've got Boskovitch cornered and in fact I'm investigating a Burnley.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8475,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Burglary! Yes - good man.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8476,22,"Episode Twenty-two","There's been a murder",Direction,,,"Sound of police siren and sound of cars drawing up outside.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8477,22,"Episode Twenty-two","There's been a murder",Dialogue,"John Cleese",Doctor,"Who's Boskovitch?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8478,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Hah! Boskovitch is a Russian scientist who is passing information to the Russians.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8479,22,"Episode Twenty-two","There's been a murder",Dialogue,"Graham Chapman",Son,"Classified information?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8480,22,"Episode Twenty-two","There's been a murder",Dialogue,"Michael Palin",Muffin,"Oh, there he goes again! 'Classified information'! Oh, sitting on the 'settee' with our 'scones' and our 'classified information'!","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8481,22,"Episode Twenty-two","There's been a murder",Direction,,,"The door opens and a plainclothes detective plus ten PCs (the Fred Tomlinson Singers) enter.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8482,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Michael Palin",Muffin,"Ah! Hello, Duckie.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8483,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Terry Jones",Duckie,"Hello, sir. How are you?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8484,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Michael Palin",Muffin,"I'm fine thanks. How are you?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8485,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Terry Jones",Duckie,"Well, sir, I'm a little bit moody today, sir.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8486,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Michael Palin",Muffin,"Why's that, Duckie?","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8487,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Terry Jones",Duckie,Because...,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8488,22,"Episode Twenty-two","Europolice Song Contest",Direction,,,"Rhythm combo starts up out of vision and Dective Duckie sings.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8489,22,"Episode Twenty-two","Europolice Song Contest",Direction,,,"SUPERIMPOSED CAPTION: 'SGT DUCKIE'S SONG'","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8490,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Terry Jones",Duckie,"I'm a little bit sad and lonely","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8491,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,Duckie,"Now my baby's gone away...","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8492,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,Duckie,"I'm feeling kinda blue","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8493,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,Duckie,"Don't know just what to do","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8494,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,Duckie,"I feel a little sad today.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8495,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,"Chorus of PCs","He's a little bit sad and lonely","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8496,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,"Chorus of PCs","Now his baby's gone away","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8497,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,"Chorus of PCs","He's feeling kinda blue","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8498,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,"Chorus of PCs","He don't know just what to do","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8499,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,,"Chorus of PCs","He's not feeling so good today.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8500,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Duckie,solo,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8501,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Duckie,"When I smile","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8502,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Duckie,"The sun comes flooding in","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8503,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Duckie,"But when I'm sad","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8504,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Duckie,"It goes behind the clouds again.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8505,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Chorus,"He's a little bit sad and lonely","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8506,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Chorus,"Now his baby's gone away","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8507,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Chorus,"He's feeling kinda","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8508,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Chorus,"(they stop abruptly and say):","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8509,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Chorus,"etcetera, etcetera.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8510,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Chorus,applause,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8511,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Michael Palin",Muffin,"A lovely song, Duckie.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8512,22,"Episode Twenty-two","Europolice Song Contest",Direction,,,"Eurovision girl comes in.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8513,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Eric Idle",Girl,"And that's the final entry. La dernière entrée. Das final entry. And now, guten abend. Das scores. The scores. Les scores. Dei scores. Oh! Scores. Ha! Scores!","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8514,22,"Episode Twenty-two","Europolice Song Contest",Direction,,Girl,"cut to scoreboard in Chinese","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8515,22,"Episode Twenty-two","Europolice Song Contest",Dialogue,"Eric Idle",Girl,"Yes, Monaco is the winner - hall Monaco is the linner- oh yes, man, Monaco's won de big prize, bwana ... and now, here is Chief Inspector Jean-Paul Zatapathique with the winning song once again.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8516,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Direction,,,"The accompaniment starts as the singers hum the intro. Cut to flashy Eurovision set. Zatapathique steps onto podium.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8517,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Direction,,"Voice Over","hushed tone","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8518,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Dialogue,"Michael Palin","Voice Over","And so, Inspector Zatapathique, the forensic expert from the Monaco Murder Squad sings his song 'Bing Tiddle Tiddle Bong'.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8519,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Direction,,Zatapathique,spoken,"1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8520,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Dialogue,"Graham Chapman",Zatapathique,"Quoi? Quoi? Tout le monde, quoi? ... mais, le monde ... d'habitude ... mais ... je pense ...","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8521,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Dialogue,"Graham Chapman","Zatapathique and Singers","Bing tiddle tiddle bang","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8522,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Dialogue,,"Zatapathique and Singers","Bing tiddle fiddle bing","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8523,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Dialogue,,"Zatapathique and Singers","Bing fiddle fiddle tiddle tiddle","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8524,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Dialogue,,"Zatapathique and Singers","Bing fiddle tiddle tiddle BONG!","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8525,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Direction,,,"Credits over. Zatapathique finishes and bends over exhausted. An arrow indicates his rear.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8526,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Dialogue,"John Cleese","Voice Over","Number thirty-one. The end.","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8527,22,"Episode Twenty-two","'Bing Tiddle Tiddle Bong' (song)",Dialogue,,,"CAPTION: 'THE END'","1970-09-25 00:00:00",2/9,"1970-11-24 00:00:00"
8528,23,"Episode Twenty-three","French subtitled film",Direction,,,"Exterior large rubbish dump. Hand-held camera tracks to girl in simple white dress with red hair fourteen foot long, who is sitting on a chair holding a cabbage in her hands. After a time Stig, in white jeans, shirt and scarf enters shot and stands around uneasily.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8529,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,Bonjour.,"1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8530,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'GOOD MORNING'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8531,23,"Episode Twenty-three","French subtitled film",Dialogue,"Carol Cleveland",Girl,Bonjour.,"1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8532,23,"Episode Twenty-three","French subtitled film",Direction,,,"Pause. Stig looks uneasy, glancing at camera.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8533,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"II fair beau ce matin.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8534,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'IT'S A NICE DAY'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8535,23,"Episode Twenty-three","French subtitled film",Dialogue,"Carol Cleveland",Girl,"Oui, oui.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8536,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'YES, YES'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8537,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"D'accord...","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8538,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'HEAR HEAR'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8539,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"Venez-vous ici souvent?","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8540,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'DO YOU COME HERE OFTEN?'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8541,23,"Episode Twenty-three","French subtitled film",Dialogue,"Carol Cleveland",Girl,Oui.,"1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8542,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'YES'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8543,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"Ah. Bon. Bon.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8544,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'GOOD, GOOD'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8545,23,"Episode Twenty-three","French subtitled film",Direction,,,Pause.,"1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8546,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"Je vois que vous avez un chou.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8547,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'I SEE THAT YOU HAVE A CABBAGE'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8548,23,"Episode Twenty-three","French subtitled film",Direction,,,"Stig starts to laugh falsely, and then the girl joins in. It is a miserable attempt to capture joy and togetherness. The girl stops laughing before Stig does.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8549,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"Certainement il fair beau ce matin.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8550,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'IT CERTAINLY IS A LOVELY DAY ALL RIGHT'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8551,23,"Episode Twenty-three","French subtitled film",Direction,,,"Stig wanders out of shot but is very obviously pushed back into the picture.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8552,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"Je suis revolutionnaire.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8553,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'I AM A REVOLUTIONARY'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8554,23,"Episode Twenty-three","French subtitled film",Dialogue,"Carol Cleveland",Girl,Oh.,"1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8555,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"Qu'est-ce que vous avez dit?","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8556,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'WHAT DID YOU SAY?'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8557,23,"Episode Twenty-three","French subtitled film",Dialogue,"Carol Cleveland",Girl,"J'ai dit 'oh'.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8558,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'I SAID ""OH""'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8559,23,"Episode Twenty-three","French subtitled film",Dialogue,"Terry Jones",Stig,"Ah. Très interessant.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8560,23,"Episode Twenty-three","French subtitled film",Dialogue,,,"SUBTITLE: 'AH. VERY INTERESTING'","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
8561,23,"Episode Twenty-three","French subtitled film",Direction,,,"Cut to pimply youth in studio.","1970-07-02 00:00:00",2/10,"1970-12-01 00:00:00"
